pitcher_id,pbp_pitches,entry_inning,first_play_index,last_play_index,first_pitch_row,last_pitch_row,entry_half,game_pk,pbp_source,fallback_used,date,game_date_time,team,opp,home_away,pitcher_name,is_starter,role,boxscore_np,bf,outs,r,er,h,bb,k,hr,boxscore_source,_merge,pitch_count_match,primary_position,primary_position_name,pitcher_class,line_stats_match,qa_status,games_pitched,games_started,physical_appearance
669371,16.0,10.0,82.0,86.0,332.0,347.0,Top,822754,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-07.parquet,False,2026-04-07,2026-04-07T22:45:00Z,WSH,STL,H,Cole Henry,False,RELIEF_OR_BULK,16,5,3,2,1,2,0,1,0,https://statsapi.mlb.com/api/v1.1/game/822754/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
669461,92.0,1.0,6.0,46.0,29.0,193.0,Bot,822754,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-07.parquet,False,2026-04-07,2026-04-07T22:45:00Z,STL,WSH,A,Matthew Liberatore,True,STARTER,92,25,15,4,4,9,2,6,2,https://statsapi.mlb.com/api/v1.1/game/822754/feed/live,both,True,P,Pitcher,STARTER/OPENER/BULK,True,QA_VALIDATED_CANONICAL_V3,,,
676571,27.0,6.0,51.0,61.0,213.0,260.0,Top,822754,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-07.parquet,False,2026-04-07,2026-04-07T22:45:00Z,WSH,STL,H,PJ Poulin,False,RELIEF_OR_BULK,27,6,4,1,1,1,2,2,1,https://statsapi.mlb.com/api/v1.1/game/822754/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
676617,16.0,10.0,87.0,90.0,348.0,363.0,Bot,822754,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-07.parquet,False,2026-04-07,2026-04-07T22:45:00Z,STL,WSH,A,Riley O'Brien,False,RELIEF_OR_BULK,16,4,3,1,0,0,0,2,0,https://statsapi.mlb.com/api/v1.1/game/822754/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
676917,94.0,1.0,0.0,37.0,1.0,164.0,Top,822754,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-07.parquet,False,2026-04-07,2026-04-07T22:45:00Z,WSH,STL,H,Cade Cavalli,True,STARTER,94,20,14,2,1,4,4,3,0,https://statsapi.mlb.com/api/v1.1/game/822754/feed/live,both,True,P,Pitcher,STARTER/OPENER/BULK,True,QA_VALIDATED_CANONICAL_V3,,,
681402,22.0,8.0,66.0,70.0,275.0,296.0,Top,822754,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-07.parquet,False,2026-04-07,2026-04-07T22:45:00Z,WSH,STL,H,Gus Varland,False,RELIEF_OR_BULK,22,5,3,2,2,1,1,1,1,https://statsapi.mlb.com/api/v1.1/game/822754/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
687606,26.0,5.0,38.0,50.0,165.0,212.0,Top,822754,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-07.parquet,False,2026-04-07,2026-04-07T22:45:00Z,WSH,STL,H,Paxton Schultz,False,RELIEF_OR_BULK,26,6,3,0,0,1,1,1,0,https://statsapi.mlb.com/api/v1.1/game/822754/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
690925,15.0,9.0,74.0,78.0,306.0,320.0,Top,822754,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-07.parquet,False,2026-04-07,2026-04-07T22:45:00Z,WSH,STL,H,Clayton Beeter,False,RELIEF_OR_BULK,15,5,3,0,0,0,2,0,0,https://statsapi.mlb.com/api/v1.1/game/822754/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
700669,35.0,6.0,53.0,65.0,222.0,274.0,Bot,822754,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-07.parquet,False,2026-04-07,2026-04-07T22:45:00Z,STL,WSH,A,Gordon Graceffo,False,RELIEF_OR_BULK,35,9,6,1,1,1,2,2,0,https://statsapi.mlb.com/api/v1.1/game/822754/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
592773,23.0,7.0,62.0,74.0,231.0,287.0,Bot,822755,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-06.parquet,False,2026-04-06,2026-04-06T22:45:00Z,STL,WSH,A,Ryne Stanek,False,RELIEF_OR_BULK,23,5,2,3,3,3,0,1,1,https://statsapi.mlb.com/api/v1.1/game/822755/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
641793,70.0,1.0,0.0,39.0,1.0,141.0,Top,822755,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-06.parquet,False,2026-04-06,2026-04-06T22:45:00Z,WSH,STL,H,Zack Littell,True,STARTER,70,22,15,1,1,4,3,6,0,https://statsapi.mlb.com/api/v1.1/game/822755/feed/live,both,True,P,Pitcher,STARTER/OPENER/BULK,True,QA_VALIDATED_CANONICAL_V3,,,
668941,21.0,6.0,54.0,61.0,199.0,230.0,Bot,822755,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-06.parquet,False,2026-04-06,2026-04-06T22:45:00Z,STL,WSH,A,JoJo Romero,False,RELIEF_OR_BULK,21,5,3,0,0,2,1,0,0,https://statsapi.mlb.com/api/v1.1/game/822755/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
669467,88.0,1.0,4.0,43.0,17.0,158.0,Bot,822755,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-06.parquet,False,2026-04-06,2026-04-06T22:45:00Z,STL,WSH,A,Andre Pallante,True,STARTER,88,22,15,2,2,3,4,2,0,https://statsapi.mlb.com/api/v1.1/game/822755/feed/live,both,True,P,Pitcher,STARTER/OPENER/BULK,True,QA_VALIDATED_CANONICAL_V3,,,
672335,21.0,9.0,80.0,83.0,301.0,321.0,Top,822755,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-06.parquet,False,2026-04-06,2026-04-06T22:45:00Z,WSH,STL,H,Cionel Pérez,False,RELIEF_OR_BULK,21,4,3,0,0,1,0,0,0,https://statsapi.mlb.com/api/v1.1/game/822755/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
677865,23.0,6.0,49.0,53.0,176.0,198.0,Bot,822755,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-06.parquet,False,2026-04-06,2026-04-06T22:45:00Z,STL,WSH,A,Justin Bruihl,False,RELIEF_OR_BULK,23,5,2,1,1,1,2,0,0,https://statsapi.mlb.com/api/v1.1/game/822755/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
686610,33.0,6.0,44.0,64.0,159.0,239.0,Top,822755,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-06.parquet,False,2026-04-06,2026-04-06T22:45:00Z,WSH,STL,H,Ken Waldichuk,False,RELIEF_OR_BULK,33,10,7,3,3,2,2,2,2,https://statsapi.mlb.com/api/v1.1/game/822755/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
694335,13.0,8.0,75.0,79.0,288.0,300.0,Bot,822755,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-06.parquet,False,2026-04-06,2026-04-06T22:45:00Z,STL,WSH,A,Matt Svanson,False,RELIEF_OR_BULK,13,5,2,3,3,3,0,1,2,https://statsapi.mlb.com/api/v1.1/game/822755/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
701552,29.0,8.0,65.0,70.0,240.0,268.0,Top,822755,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-06.parquet,False,2026-04-06,2026-04-06T22:45:00Z,WSH,STL,H,Andre Granillo,False,RELIEF_OR_BULK,29,6,2,2,2,2,2,0,0,https://statsapi.mlb.com/api/v1.1/game/822755/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
621242,13.0,9.0,78.0,80.0,321.0,333.0,Bot,822756,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-05.parquet,False,2026-04-05,2026-04-05T17:35:00Z,LAD,WSH,A,Edwin Díaz,False,RELIEF_OR_BULK,13,3,3,0,0,0,0,1,0,https://statsapi.mlb.com/api/v1.1/game/822756/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
656492,95.0,1.0,0.0,41.0,1.0,174.0,Top,822756,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-05.parquet,False,2026-04-05,2026-04-05T17:35:00Z,WSH,LAD,H,Foster Griffin,True,STARTER,95,22,15,1,1,5,3,6,1,https://statsapi.mlb.com/api/v1.1/game/822756/feed/live,both,True,P,Pitcher,STARTER/OPENER/BULK,True,QA_VALIDATED_CANONICAL_V3,,,
656945,15.0,8.0,70.0,73.0,282.0,296.0,Bot,822756,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-05.parquet,False,2026-04-05,2026-04-05T17:35:00Z,LAD,WSH,A,Tanner Scott,False,RELIEF_OR_BULK,15,4,3,0,0,1,0,1,0,https://statsapi.mlb.com/api/v1.1/game/822756/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
672335,20.0,8.0,62.0,66.0,253.0,272.0,Top,822756,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-05.parquet,False,2026-04-05,2026-04-05T17:35:00Z,WSH,LAD,H,Cionel Pérez,False,RELIEF_OR_BULK,20,5,0,4,4,3,2,0,0,https://statsapi.mlb.com/api/v1.1/game/822756/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
676263,16.0,7.0,58.0,61.0,237.0,252.0,Bot,822756,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-05.parquet,False,2026-04-05,2026-04-05T17:35:00Z,LAD,WSH,A,Jack Dreyer,False,RELIEF_OR_BULK,16,4,3,0,0,0,1,1,0,https://statsapi.mlb.com/api/v1.1/game/822756/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
676571,34.0,6.0,45.0,57.0,186.0,236.0,Top,822756,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-05.parquet,False,2026-04-05,2026-04-05T17:35:00Z,WSH,LAD,H,PJ Poulin,False,RELIEF_OR_BULK,34,8,6,2,2,2,0,2,1,https://statsapi.mlb.com/api/v1.1/game/822756/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
681911,17.0,6.0,50.0,54.0,212.0,228.0,Bot,822756,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-05.parquet,False,2026-04-05,2026-04-05T17:35:00Z,LAD,WSH,A,Alex Vesia,False,RELIEF_OR_BULK,17,5,3,0,0,1,1,0,0,https://statsapi.mlb.com/api/v1.1/game/822756/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
690925,25.0,8.0,67.0,76.0,273.0,312.0,Top,822756,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-05.parquet,False,2026-04-05,2026-04-05T17:35:00Z,WSH,LAD,H,Clayton Beeter,False,RELIEF_OR_BULK,25,6,5,1,1,1,0,2,1,https://statsapi.mlb.com/api/v1.1/game/822756/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
701552,8.0,9.0,77.0,77.0,313.0,320.0,Top,822756,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-05.parquet,False,2026-04-05,2026-04-05T17:35:00Z,WSH,LAD,H,Andre Granillo,False,RELIEF_OR_BULK,8,1,1,0,0,0,0,0,0,https://statsapi.mlb.com/api/v1.1/game/822756/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
808963,90.0,1.0,3.0,44.0,17.0,185.0,Bot,822756,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-05.parquet,False,2026-04-05,2026-04-05T17:35:00Z,LAD,WSH,A,Roki Sasaki,True,STARTER,90,23,15,6,6,5,3,5,2,https://statsapi.mlb.com/api/v1.1/game/822756/feed/live,both,True,P,Pitcher,STARTER/OPENER/BULK,True,QA_VALIDATED_CANONICAL_V3,,,
607192,101.0,1.0,7.0,57.0,29.0,235.0,Bot,822757,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-04.parquet,False,2026-04-04,2026-04-04T20:05:00Z,LAD,WSH,A,Tyler Glasnow,True,STARTER,101,24,18,2,2,4,2,9,0,https://statsapi.mlb.com/api/v1.1/game/822757/feed/live,both,True,P,Pitcher,STARTER/OPENER/BULK,True,QA_VALIDATED_CANONICAL_V3,,,
656945,14.0,7.0,63.0,66.0,255.0,268.0,Bot,822757,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-04.parquet,False,2026-04-04,2026-04-04T20:05:00Z,LAD,WSH,A,Tanner Scott,False,RELIEF_OR_BULK,14,4,3,0,0,1,0,1,0,https://statsapi.mlb.com/api/v1.1/game/822757/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
663623,85.0,1.0,0.0,33.0,1.0,128.0,Top,822757,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-04.parquet,False,2026-04-04,2026-04-04T20:05:00Z,WSH,LAD,H,Jake Irvin,True,STARTER,85,22,12,6,6,8,2,4,0,https://statsapi.mlb.com/api/v1.1/game/822757/feed/live,both,True,P,Pitcher,STARTER/OPENER/BULK,True,QA_VALIDATED_CANONICAL_V3,,,
669371,23.0,8.0,67.0,78.0,269.0,311.0,Top,822757,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-04.parquet,False,2026-04-04,2026-04-04T20:05:00Z,WSH,LAD,H,Cole Henry,False,RELIEF_OR_BULK,23,7,6,0,0,1,0,2,0,https://statsapi.mlb.com/api/v1.1/game/822757/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
676508,20.0,8.0,70.0,74.0,278.0,297.0,Bot,822757,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-04.parquet,False,2026-04-04,2026-04-04T20:05:00Z,LAD,WSH,A,Ben Casparius,False,RELIEF_OR_BULK,20,5,3,2,2,2,0,1,1,https://statsapi.mlb.com/api/v1.1/game/822757/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
681402,19.0,7.0,58.0,62.0,236.0,254.0,Top,822757,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-04.parquet,False,2026-04-04,2026-04-04T20:05:00Z,WSH,LAD,H,Gus Varland,False,RELIEF_OR_BULK,19,5,3,1,1,2,0,2,0,https://statsapi.mlb.com/api/v1.1/game/822757/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
683618,22.0,9.0,79.0,82.0,312.0,333.0,Bot,822757,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-04.parquet,False,2026-04-04,2026-04-04T20:05:00Z,LAD,WSH,A,Edgardo Henriquez,False,RELIEF_OR_BULK,22,4,3,1,1,1,0,0,0,https://statsapi.mlb.com/api/v1.1/game/822757/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
695418,49.0,5.0,39.0,53.0,153.0,217.0,Top,822757,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-04.parquet,False,2026-04-04,2026-04-04T20:05:00Z,WSH,LAD,H,Brad Lord,False,RELIEF_OR_BULK,49,12,6,3,3,5,1,0,1,https://statsapi.mlb.com/api/v1.1/game/822757/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
571945,87.0,1.0,0.0,43.0,1.0,157.0,Top,822758,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-03.parquet,False,2026-04-03,2026-04-03T17:05:00Z,WSH,LAD,H,Miles Mikolas,True,STARTER,87,25,13,11,11,11,1,4,4,https://statsapi.mlb.com/api/v1.1/game/822758/feed/live,both,True,P,Pitcher,STARTER/OPENER/BULK,True,QA_VALIDATED_CANONICAL_V3,,,
595014,11.0,7.0,67.0,70.0,246.0,256.0,Bot,822758,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-03.parquet,False,2026-04-03,2026-04-03T17:05:00Z,LAD,WSH,A,Blake Treinen,False,RELIEF_OR_BULK,11,4,3,0,0,1,1,0,0,https://statsapi.mlb.com/api/v1.1/game/822758/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
676263,4.0,6.0,62.0,62.0,229.0,232.0,Bot,822758,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-03.parquet,False,2026-04-03,2026-04-03T17:05:00Z,LAD,WSH,A,Jack Dreyer,False,RELIEF_OR_BULK,4,1,1,0,0,0,0,1,0,https://statsapi.mlb.com/api/v1.1/game/822758/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
676508,13.0,9.0,87.0,89.0,309.0,321.0,Bot,822758,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-03.parquet,False,2026-04-03,2026-04-03T17:05:00Z,LAD,WSH,A,Ben Casparius,False,RELIEF_OR_BULK,13,3,3,0,0,0,0,1,0,https://statsapi.mlb.com/api/v1.1/game/822758/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
681402,20.0,5.0,44.0,48.0,158.0,177.0,Top,822758,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-03.parquet,False,2026-04-03,2026-04-03T17:05:00Z,WSH,LAD,H,Gus Varland,False,RELIEF_OR_BULK,20,5,2,0,0,2,1,1,0,https://statsapi.mlb.com/api/v1.1/game/822758/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
683618,25.0,8.0,74.0,80.0,268.0,292.0,Bot,822758,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-03.parquet,False,2026-04-03,2026-04-03T17:05:00Z,LAD,WSH,A,Edgardo Henriquez,False,RELIEF_OR_BULK,25,7,3,2,2,3,1,1,0,https://statsapi.mlb.com/api/v1.1/game/822758/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
686218,98.0,1.0,3.0,61.0,11.0,228.0,Bot,822758,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-03.parquet,False,2026-04-03,2026-04-03T17:05:00Z,LAD,WSH,A,Emmet Sheehan,True,STARTER,98,27,17,4,4,7,3,2,1,https://statsapi.mlb.com/api/v1.1/game/822758/feed/live,both,True,P,Pitcher,STARTER/OPENER/BULK,True,QA_VALIDATED_CANONICAL_V3,,,
686610,36.0,6.0,54.0,66.0,189.0,245.0,Top,822758,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-03.parquet,False,2026-04-03,2026-04-03T17:05:00Z,WSH,LAD,H,Ken Waldichuk,False,RELIEF_OR_BULK,36,9,6,1,1,1,1,3,1,https://statsapi.mlb.com/api/v1.1/game/822758/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
701552,27.0,8.0,71.0,86.0,257.0,308.0,Top,822758,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-03.parquet,False,2026-04-03,2026-04-03T17:05:00Z,WSH,LAD,H,Andre Granillo,False,RELIEF_OR_BULK,27,9,6,1,1,2,2,0,0,https://statsapi.mlb.com/api/v1.1/game/822758/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
571578,85.0,1.0,0.0,31.0,1.0,129.0,Top,822829,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-10.parquet,False,2026-04-10,2026-04-10T23:07:00Z,TOR,MIN,H,Patrick Corbin,True,STARTER,85,21,12,4,4,6,1,3,2,https://statsapi.mlb.com/api/v1.1/game/822829/feed/live,both,True,P,Pitcher,STARTER/OPENER/BULK,True,QA_VALIDATED_CANONICAL_V3,,,
